timestamp,x,y,z,qx,qy,qz,qw
1747728896.8539848,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728896.8624256,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.0819867,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.0896344,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.0960116,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.103987,-1.415872482264679,-1.4498257941132164,0.0,-0.01154530979692936,-0.009972122497856617,-0.038712482899427414,0.9991339445114136
1747728897.1129217,-1.415872482264679,-1.4498257941132164,0.0,-0.01154530979692936,-0.009972122497856617,-0.038712482899427414,0.9991339445114136
1747728897.1200907,-1.415872482264679,-1.4498257941132164,0.0,-0.01154530979692936,-0.009972122497856617,-0.038712482899427414,0.9991339445114136
1747728897.1286206,-1.415872482264679,-1.4498257941132164,0.0,-0.01154530979692936,-0.009972122497856617,-0.038712482899427414,0.9991339445114136
1747728897.1360514,-1.415872482264679,-1.4498257941132164,0.0,-0.01154530979692936,-0.009972122497856617,-0.038712482899427414,0.9991339445114136
1747728897.1440847,-1.415872482264679,-1.4498257941132164,0.0,-0.01154530979692936,-0.009972122497856617,-0.038712482899427414,0.9991339445114136
1747728897.1623313,-1.415872482264679,-1.4498257941132164,0.0,-0.01154530979692936,-0.009972122497856617,-0.038712482899427414,0.9991339445114136
1747728897.1809697,-1.415872482264679,-1.4498257941132164,0.0,-0.01154530979692936,-0.009972122497856617,-0.038712482899427414,0.9991339445114136
1747728897.19542,-1.415872482264679,-1.4498257941132164,0.0,-0.01154530979692936,-0.009972122497856617,-0.038712482899427414,0.9991339445114136
1747728897.2959833,-1.415872482264679,-1.4498257941132164,0.0,-0.01154530979692936,-0.009972122497856617,-0.038712482899427414,0.9991339445114136
1747728897.3039556,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.3121176,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.3200297,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.3283713,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.3361638,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.3439476,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.3519344,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.3600929,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.3685856,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.3760462,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.3842158,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.39377,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.4002306,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.411132,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.4183292,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.4300785,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.4356768,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.4415128,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.4505496,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.5287273,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.5359936,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.5440238,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.551949,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.5600843,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.5695133,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.576015,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.5840461,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.5925925,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.5999913,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.608864,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.6162364,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.6241689,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.6363845,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.643156,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.6557395,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.6635377,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.6755257,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.6825194,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.6929157,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.6993437,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.7108443,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.7172427,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.7231004,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.7347882,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.7402782,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
1747728897.7510908,-1.415872482264679,-1.4498257941132164,0.0,-0.011542944237589836,-0.009941702708601952,-0.03871176764369011,0.9991342425346375
